pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
HALLMARK_FATTY_ACID_METABOLISM	0.00441919191919192	0.0105218855218855	-0.321829145778406	-1.48173342189299	20	153	SLC22A5|REEP6|HSD17B4|HMGCL|BLVRA|ELOVL5|ALAD|LTC4S|CRAT|HMGCS2|GLUL|ACOT2|UGDH|RETSAT|HSDL2|SUCLG2|D2HGDH|CYP4A11|ETFDH|CPT1A|GSTZ1|FASN|ALDH3A2|DHCR24|BMPR1B|SERINC1|PDHB|ACADS|MGLL|INMT|PSME1|MAOA|ACADVL|AUH|AOC3|AQP7|RDH16|CA4|CYP4A22|ADH1C|GPD1|CD36|ALDOA|ACSS1|SUCLA2|MCEE|EPHX1|ECH1|HSD17B11|PTPRG|ACAA1|CIDEA|ECHS1|HPGD|ADIPOR2|XIST|CPT2|ENO2|ENO3
HALLMARK_UV_RESPONSE_DN	0.0121695342005875	0.0276580322740625	-0.313717015730483	-1.42376230815755	57	137	INPP4B|APBB2|BHLHE40|IRS1|IGF1R|AGGF1|SPOP|RXRA|SLC22A18|KCNMA1|SMAD3|PTEN|AMPH|DUSP1|MAP2K5|PDGFRB|DBP|ICA1|ERBB2|MGLL|CITED2|GJA1|CDON|IGFBP5|RBPMS|MAGI2|PTPRM|ATXN1|MGMT|CAP2|PMP22|LPAR1|ZMIZ1|SYNE1|CAV1|RUNX1|COL1A2|DLC1|MIOS|PPARG|MMP16|COL3A1|YTHDC1|PRKAR2B|COL1A1|CDKN1B|BDNF|ATP2B1|RGS4|TGFBR2|DAB2|PRDM2|SMAD7|COL5A2|TGFBR3|SERPINE1|PIAS3
HALLMARK_UV_RESPONSE_UP	0.0191131498470948	0.0415503257545539	0.303053800203246	1.37716157029454	99	152	CCNE1|AMD1|RFC4|BTG3|ASNS|CEBPG|CHRNA5|GLS|GAL|LYN|KLHDC3|GGH|CDC5L|SOD2|BAK1|RPN1|PRPF3|FEN1|BID|TUBA4A|E2F5|ICAM1|EPCAM|SIGMAR1|NKX2-5|TAP1|POLE3|PPAT|CDK2|PDAP1|DNAJA1|STIP1|TFRC|TYRO3|DDX21|LHX2|HNRNPU|ALAS1|SLC6A8|PPIF|HLA-F|CASP3|ARRB2|YKT6|CREG1|BMP2|CCK|CNP|POLR2H|PSMC3|RASGRP1|ATP6V1F|WIZ|HSPA13|CHKA|GCH1|CYB5B
HALLMARK_P53_PATHWAY	0.023171768707483	0.0482745181405896	-0.278987140442941	-1.32170032646701	108	190	ANKRA2|ABAT|HEXIM1|CGRRF1|WWP1|BTG2|KIF13B|ACVR1B|GLS2|XPC|PRKAB1|CTSF|SLC19A2|RXRA|FUCA1|SERTAD3|TOB1|NINJ1|SESN1|ZBTB16|RB1|RETSAT|RPS27L|ISCU|MKNK2|ABHD4|DCXR|MXD4|RAB40C|DDB2|FDXR|PHLDA3|TSPYL2|ZNF365|BLCAP|TSC22D1|FOS|GPX2|RRP8|STOM|BAIAP2|VWA5A|IER3|TXNIP|CCNG1|SP1|IP6K2|TGFB1|KLF4|F2R|TRAFD1|CEBPA|MDM2|CDKN2AIP|ALOX15B|ABCC5|SLC35D1|EPHX1|INHBB|NHLH2|CDKN1A|PLK2
HALLMARK_HYPOXIA	0.0339750849377123	0.065336701803293	0.277245149963601	1.29819925208745	179	190	NCAN|PDK1|ENO1|GCNT2|CSRP2|PFKP|GAPDH|XPNPEP1|TPI1|NFIL3|EXT1|NDRG1|TES|PIM1|UGP2|PDK3|CHST2|CHST3|EGFR|SAP30|PLAUR|TMEM45A|RRAGD|ADORA2B|PLIN2|SLC2A1|PGM1|GPI|PNRC1|VLDLR|KLHL24|CP|PKP1|CXCR4|VEGFA|PRKCA|PGK1|SLC2A5|ERRFI1|DDIT4|TNFAIP3|HS3ST1|SCARB1|LALBA|HSPA5|PGM2|KDELR3|PPARGC1A|LDHA|ADM|JMJD6|PLAC8|KDM3A|LDHC|ETS1|IGFBP3|EDN2|ZNF292|PPFIA4|EFNA3
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0334558112550764	0.065336701803293	0.323473889345572	1.36417832412377	172	92	RIPK2|LAMP3|PNPT1|NCOA7|NMI|CXCL10|CD47|PLSCR1|TAP1|IFIH1|TRIM26|CXCL11|EIF2AK2|IFI44|LY6E|RTP4|IFI30|BATF2|USP18|CMPK2|PSMA3|PSMB9|EPSTI1|CNP|IL7|CASP1|ISG20|OASL|GBP4|HERC6|RSAD2|IL15|SELL|IFI44L|IRF1|PARP12|ADAR|MX1|C1S|TRIM25|NUB1
HALLMARK_PEROXISOME	0.0367739239448391	0.0680998591571095	-0.312906228109438	-1.35092358864088	175	101	ABCC8|HSD17B4|HMGCL|PEX11A|SEMA3C|ELOVL5|CRAT|DLG4|SLC27A2|SULT2B1|RETSAT|MVP|DIO1|SERPINA6|HSD3B7|DHCR24|ABCB4|EPHX2|ABCD3|RXRG|FIS1|ATXN1|LONP2|STS|CDK7|ISOC1|SLC25A4|ABCC5|ECH1|ALB|HSD17B11|ABCB1|SCP2|ACAA1
HALLMARK_COMPLEMENT	0.0451977401129944	0.0807102502017756	0.26943924611374	1.26638742936453	239	195	LYN|MMP12|CEBPB|PRSS3|L3MBTL4|XPNPEP1|CTSC|PREP|PLA2G4A|PIM1|DGKG|GZMB|GNB4|S100A9|CXCL1|PLAUR|GNAI3|PFN1|PLSCR1|CASP5|PLA2G7|LAMP2|SPOCK2|CP|CR2|F5|SERPINB2|SRC|CCL5|RAF1|CD59|TNFAIP3|LCK|FDX1|HSPA5|CTSS|ME1|EHD1|PCSK9|MMP8|CASP3|ADRA2B|PIK3CA|CDK5R1|PSMB9|FCN1|FCER1G|GZMA|ACTN2|MT3|KYNU|ANXA5|RASGRP1|RABIF|PLEK|FYN|CBLB|GCA|CASP1|COL4A2|CR1|LCP2|S100A12|KLK1|DYRK2|SCG3|CTSB|IRF1|CASP4|DGKH|USP16|LGMN|C1S|RHOG|WAS|MAFF|IL6|GNGT2|CD40LG
HALLMARK_DNA_REPAIR	0.0838622812079246	0.144590140013663	0.276503694284298	1.24072631861251	435	139	RFC4|UPF3B|SSRP1|POLR2D|SF3A3|TYMS|RFC2|POLR1C|HPRT1|POLR2F|PNP|FEN1|RFC3|PCNA|RAD51|SEC61A1|CLP1|DGUOK|NUDT21|UMPS|POLR3C|POLA2|POLH|POLD3|SUPT5H|POLD1|ZWINT|CSTF3|GTF3C5|VPS37B|ADA|TAF6|SDCBP|TAF13|POM121|RNMT|GTF2B|CMPK2|SAC3D1|POLR2C|POLR2K|PDE4B|RFC5|NCBP2|POLR2H|RPA2|ADRM1|RBX1|POLA1|GTF2A2
HALLMARK_COAGULATION	0.08906967042136	0.148449450702267	-0.269558934369626	-1.22397809567027	426	136	ACOX2|RAPGEF3|TMPRSS6|HMGCS2|CFD|MST1|PLAT|ANG|HTRA1|PRSS23|TIMP3|CTSO|HPN|ISCU|THBD|CRIP2|F10|LRP1|VWF|SERPINC1|F2RL2|CFB|SPARC|CASP9|FBN1|PDGFB|CTSK|MMP2|LTA4H|PECAM1|MASP2|PROZ|APOA1|GNG12|CLU|MMP10|DUSP6
